token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,WOEValue,token_length,WOEAbs,flg_singleLabel
thought,45,53,12.0,33.0,0.22641509433962265,1,1,1,765,139,716,0.08633093525179857,0.046089385474860335,0.627605322151474,7.0,0.627605322151474,0
taken,44,53,19.0,25.0,0.3584905660377358,1,1,1,766,139,716,0.1366906474820144,0.034916201117318434,1.3647693881281937,5.0,1.3647693881281937,0
view,42,53,12.0,30.0,0.22641509433962265,1,1,1,767,139,716,0.08633093525179857,0.04189944134078212,0.7229155019557989,4.0,0.7229155019557989,0
disclosure,23,53,4.0,19.0,0.07547169811320754,1,1,1,768,139,716,0.02877697841726619,0.02653631284916201,0.08106161578340418,10.0,0.08106161578340418,0
dpc,8,53,2.0,6.0,0.03773584905660377,1,0,1,769,139,716,0.014388489208633094,0.008379888268156424,0.5405939451618442,3.0,0.5405939451618442,0
visit,29,53,5.0,24.0,0.09433962264150944,1,1,1,770,139,716,0.03597122302158273,0.0335195530726257,0.0705903159161086,5.0,0.0705903159161086,0
sa,18,52,2.0,16.0,0.038461538461538464,1,1,1,771,139,716,0.014388489208633094,0.0223463687150838,-0.4402353078498821,2.0,0.4402353078498821,0
communication,29,52,5.0,24.0,0.09615384615384616,1,1,1,772,139,716,0.03597122302158273,0.0335195530726257,0.0705903159161086,13.0,0.0705903159161086,0
mailto,43,52,9.0,34.0,0.17307692307692307,1,1,1,773,139,716,0.06474820143884892,0.04748603351955307,0.31007028655001184,6.0,0.31007028655001184,0
filed,38,52,19.0,19.0,0.36538461538461536,1,1,1,774,139,716,0.1366906474820144,0.02653631284916201,1.639206233829954,5.0,1.639206233829954,0
electronic,22,52,6.0,16.0,0.11538461538461539,1,1,1,775,139,716,0.04316546762589928,0.0223463687150838,0.6583769808182276,10.0,0.6583769808182276,0
anything,45,52,11.0,34.0,0.21153846153846154,1,1,1,776,139,716,0.07913669064748201,0.04748603351955307,0.510740982012163,8.0,0.510740982012163,0
earlier,40,52,16.0,24.0,0.3076923076923077,1,1,1,777,139,716,0.11510791366906475,0.0335195530726257,1.2337411257217896,7.0,1.2337411257217896,0
brown,34,52,8.0,26.0,0.15384615384615385,1,1,1,778,139,716,0.05755395683453238,0.036312849162011177,0.46055123748830773,5.0,0.46055123748830773,0
east,33,52,8.0,25.0,0.15384615384615385,1,1,1,779,139,716,0.05755395683453238,0.034916201117318434,0.4997719506415891,4.0,0.4997719506415891,0
model,32,52,12.0,20.0,0.23076923076923078,1,1,1,780,139,716,0.08633093525179857,0.027932960893854747,1.1283806100639633,5.0,1.1283806100639633,0
great,43,52,10.0,33.0,0.19230769230769232,1,1,1,781,139,716,0.07194244604316546,0.046089385474860335,0.44528376535751923,5.0,0.44528376535751923,0
traders,26,52,9.0,17.0,0.17307692307692307,1,1,1,782,139,716,0.06474820143884892,0.023743016759776536,1.0032174671099572,7.0,1.0032174671099572,0
1400,38,52,2.0,36.0,0.038461538461538464,1,1,1,783,139,716,0.014388489208633094,0.05027932960893855,-1.2511655240662107,4.0,1.2511655240662107,0
require,39,52,14.0,25.0,0.2692307692307692,1,1,1,784,139,716,0.10071942446043165,0.034916201117318434,1.0593877385770116,7.0,1.0593877385770116,0
add,44,52,12.0,32.0,0.23076923076923078,1,1,1,785,139,716,0.08633093525179857,0.0446927374301676,0.6583769808182276,3.0,0.6583769808182276,0
firms,14,52,7.0,7.0,0.1346153846153846,1,1,1,786,139,716,0.050359712230215826,0.009776536312849162,1.6392062338299538,5.0,1.6392062338299538,0
center,24,52,5.0,19.0,0.09615384615384616,1,1,1,787,139,716,0.03597122302158273,0.02653631284916201,0.3042051670976138,6.0,0.3042051670976138,0
mr,27,52,9.0,18.0,0.17307692307692307,1,1,1,788,139,716,0.06474820143884892,0.025139664804469275,0.9460590532700086,2.0,0.9460590532700086,0
38,41,52,11.0,30.0,0.21153846153846154,1,1,1,789,139,716,0.07913669064748201,0.04189944134078212,0.635904124966169,2.0,0.635904124966169,0
sfo,22,51,12.0,10.0,0.23529411764705882,1,1,1,790,139,716,0.08633093525179857,0.013966480446927373,1.8215277906239087,3.0,1.8215277906239087,0
calpx,15,51,7.0,8.0,0.13725490196078433,1,1,1,791,139,716,0.050359712230215826,0.0111731843575419,1.5056748412054313,5.0,1.5056748412054313,0
american,23,51,9.0,14.0,0.17647058823529413,1,1,1,792,139,716,0.06474820143884892,0.019553072625698324,1.1973734815509145,8.0,1.1973734815509145,0
ensure,35,51,18.0,17.0,0.35294117647058826,1,1,1,793,139,716,0.12949640287769784,0.023743016759776536,1.6963646476699026,6.0,1.6963646476699026,0
wscc,6,51,1.0,5.0,0.0196078431372549,1,0,1,794,139,716,0.007194244604316547,0.006983240223463687,0.029768321395853645,4.0,0.029768321395853645,0
recently,33,51,14.0,19.0,0.27450980392156865,1,1,1,795,139,716,0.10071942446043165,0.02653631284916201,1.3338245842787722,8.0,1.3338245842787722,0
country,17,51,7.0,10.0,0.13725490196078433,1,1,1,796,139,716,0.050359712230215826,0.013966480446927373,1.2825312898912216,7.0,1.2825312898912216,0
portland,15,51,3.0,12.0,0.058823529411764705,1,1,1,797,139,716,0.02158273381294964,0.01675977653631285,0.2529118727100632,8.0,0.2529118727100632,0
index,26,51,9.0,17.0,0.17647058823529413,1,1,1,798,139,716,0.06474820143884892,0.023743016759776536,1.0032174671099572,5.0,1.0032174671099572,0
matter,40,51,16.0,24.0,0.3137254901960784,1,1,1,799,139,716,0.11510791366906475,0.0335195530726257,1.2337411257217896,6.0,1.2337411257217896,0
structure,36,51,16.0,20.0,0.3137254901960784,1,1,1,800,139,716,0.11510791366906475,0.027932960893854747,1.4160626825157443,9.0,1.4160626825157443,0
lynn,25,51,6.0,19.0,0.11764705882352941,1,1,1,801,139,716,0.04316546762589928,0.02653631284916201,0.4865267238915684,4.0,0.4865267238915684,0
refunds,10,51,9.0,1.0,0.17647058823529413,1,1,1,802,139,716,0.06474820143884892,0.0013966480446927375,3.8364308111661733,7.0,3.8364308111661733,0
kelly,36,51,7.0,29.0,0.13725490196078433,1,1,1,803,139,716,0.050359712230215826,0.040502793296089384,0.21782055289879315,5.0,0.21782055289879315,0
follow,38,51,9.0,29.0,0.17647058823529413,1,1,1,804,139,716,0.06474820143884892,0.040502793296089384,0.4691349811796992,6.0,0.4691349811796992,0
similar,40,51,12.0,28.0,0.23529411764705882,1,1,1,805,139,716,0.08633093525179857,0.03910614525139665,0.7919083734427502,7.0,0.7919083734427502,0
restructuring,20,51,12.0,8.0,0.23529411764705882,1,1,1,806,139,716,0.08633093525179857,0.0111731843575419,2.0446713419381184,13.0,2.0446713419381184,0
mmbtu,22,51,13.0,9.0,0.2549019607843137,1,1,1,807,139,716,0.09352517985611511,0.012569832402234637,2.006931013955271,5.0,2.006931013955271,0
60,25,50,9.0,16.0,0.18,1,1,1,808,139,716,0.06474820143884892,0.0223463687150838,1.063842088926392,2.0,1.063842088926392,0
example,35,50,13.0,22.0,0.26,1,1,1,809,139,716,0.09352517985611511,0.030726256983240222,1.1131131379331747,7.0,1.1131131379331747,0
46,33,50,10.0,23.0,0.2,1,1,1,810,139,716,0.07194244604316546,0.03212290502793296,0.8062971108948498,2.0,0.8062971108948498,0
iep,11,50,4.0,7.0,0.08,1,1,1,811,139,716,0.02877697841726619,0.009776536312849162,1.0795904458945311,3.0,1.0795904458945311,0
reliability,16,50,12.0,4.0,0.24,1,1,1,812,139,716,0.08633093525179857,0.00558659217877095,2.7378185224980633,11.0,2.7378185224980633,0
added,38,50,12.0,26.0,0.24,1,1,1,813,139,716,0.08633093525179857,0.036312849162011177,0.8660163455964721,5.0,0.8660163455964721,0
understand,33,50,5.0,28.0,0.1,1,1,1,814,139,716,0.03597122302158273,0.03910614525139665,-0.0835603639111497,10.0,0.0835603639111497,0
agency,27,50,14.0,13.0,0.28,1,1,1,815,139,716,0.10071942446043165,0.018156424581005588,1.7133142059836755,6.0,1.7133142059836755,0
meter,19,50,4.0,15.0,0.08,1,1,1,816,139,716,0.02877697841726619,0.02094972067039106,0.31745039384763446,5.0,0.31745039384763446,0
probably,37,50,11.0,26.0,0.22,1,1,1,817,139,716,0.07913669064748201,0.036312849162011177,0.7790049686068422,8.0,0.7790049686068422,0
show,35,50,11.0,24.0,0.22,1,1,1,818,139,716,0.07913669064748201,0.0335195530726257,0.8590476762803787,4.0,0.8590476762803787,0
carol,28,50,9.0,19.0,0.18,1,1,1,819,139,716,0.06474820143884892,0.02653631284916201,0.8919918319997328,5.0,0.8919918319997328,0
effect,32,50,14.0,18.0,0.28,1,1,1,820,139,716,0.10071942446043165,0.025139664804469275,1.3878918055490477,6.0,1.3878918055490477,0
ahead,33,50,17.0,16.0,0.34,1,1,1,821,139,716,0.1223021582733813,0.0223463687150838,1.6998308556463888,5.0,1.6998308556463888,0
though,31,50,16.0,15.0,0.32,1,1,1,822,139,716,0.11510791366906475,0.02094972067039106,1.703744754967525,6.0,1.703744754967525,0
banks,8,50,1.0,7.0,0.02,1,0,1,823,139,716,0.007194244604316547,0.009776536312849162,-0.30670391522535945,5.0,0.30670391522535945,0
wants,33,50,20.0,13.0,0.4,1,1,1,824,139,716,0.14388489208633093,0.018156424581005588,2.069989149922408,5.0,2.069989149922408,0
previous,45,50,12.0,33.0,0.24,1,1,1,825,139,716,0.08633093525179857,0.046089385474860335,0.627605322151474,8.0,0.627605322151474,0
political,15,50,11.0,4.0,0.22,1,1,1,826,139,716,0.07913669064748201,0.00558659217877095,2.6508071455084337,9.0,2.6508071455084337,0
comment,39,50,15.0,24.0,0.3,1,1,1,827,139,716,0.1079136690647482,0.0335195530726257,1.1692026045842183,7.0,1.1692026045842183,0
allen,23,49,6.0,17.0,0.12244897959183673,1,1,1,828,139,716,0.04316546762589928,0.023743016759776536,0.5977523590017929,5.0,0.5977523590017929,0
increased,30,49,17.0,13.0,0.3469387755102041,1,1,1,829,139,716,0.1223021582733813,0.018156424581005588,1.9074702204246332,9.0,1.9074702204246332,0
shapiro,39,49,22.0,17.0,0.4489795918367347,1,1,1,830,139,716,0.15827338129496402,0.023743016759776536,1.8970353431320537,7.0,1.8970353431320537,0
reliantenergy,23,49,6.0,17.0,0.12244897959183673,1,1,1,831,139,716,0.04316546762589928,0.023743016759776536,0.5977523590017929,13.0,0.5977523590017929,0
privileged,43,49,11.0,32.0,0.22448979591836735,1,1,1,832,139,716,0.07913669064748201,0.0446927374301676,0.5713656038285977,10.0,0.5713656038285977,0
regional,22,49,9.0,13.0,0.1836734693877551,1,1,1,833,139,716,0.06474820143884892,0.018156424581005588,1.2714814537046364,8.0,1.2714814537046364,0
lng,12,49,2.0,10.0,0.04081632653061224,1,1,1,834,139,716,0.014388489208633094,0.013966480446927373,0.029768321395853645,3.0,0.029768321395853645,0
rob,28,49,9.0,19.0,0.1836734693877551,1,1,1,835,139,716,0.06474820143884892,0.02653631284916201,0.8919918319997328,3.0,0.8919918319997328,0
k,34,49,12.0,22.0,0.24489795918367346,1,1,1,836,139,716,0.08633093525179857,0.030726256983240222,1.0330704302596385,1.0,1.0330704302596385,0
things,38,49,15.0,23.0,0.30612244897959184,1,1,1,837,139,716,0.1079136690647482,0.03212290502793296,1.2117622190030142,6.0,1.2117622190030142,0
build,26,48,17.0,9.0,0.3541666666666667,1,1,1,838,139,716,0.1223021582733813,0.012569832402234637,2.2751950005499504,5.0,2.2751950005499504,0
responsible,36,48,7.0,29.0,0.14583333333333334,1,1,1,839,139,716,0.050359712230215826,0.040502793296089384,0.21782055289879315,11.0,0.21782055289879315,0
77002,36,48,2.0,34.0,0.041666666666666664,1,1,1,840,139,716,0.014388489208633094,0.04748603351955307,-1.194007110226262,5.0,1.194007110226262,0
2002,24,48,9.0,15.0,0.1875,1,1,1,841,139,716,0.06474820143884892,0.02094972067039106,1.1283806100639633,4.0,1.1283806100639633,0
couple,40,48,13.0,27.0,0.2708333333333333,1,1,1,842,139,716,0.09352517985611511,0.03770949720670391,0.9083187252871615,6.0,0.9083187252871615,0
world,26,48,11.0,15.0,0.22916666666666666,1,1,1,843,139,716,0.07913669064748201,0.02094972067039106,1.3290513055261144,5.0,1.3290513055261144,0
discussion,35,48,8.0,27.0,0.16666666666666666,1,1,1,844,139,716,0.05755395683453238,0.03770949720670391,0.42281090950546074,10.0,0.42281090950546074,0
feel,43,48,11.0,32.0,0.22916666666666666,1,1,1,845,139,716,0.07913669064748201,0.0446927374301676,0.5713656038285977,4.0,0.5713656038285977,0
situation,35,48,15.0,20.0,0.3125,1,1,1,846,139,716,0.1079136690647482,0.027932960893854747,1.351524161378173,9.0,1.351524161378173,0
rather,32,48,19.0,13.0,0.3958333333333333,1,1,1,847,139,716,0.1366906474820144,0.018156424581005588,2.0186958555348573,6.0,2.0186958555348573,0
weeks,39,48,16.0,23.0,0.3333333333333333,1,1,1,848,139,716,0.11510791366906475,0.03212290502793296,1.2763007401405855,5.0,1.2763007401405855,0
iepa,18,48,6.0,12.0,0.125,1,1,1,849,139,716,0.04316546762589928,0.01675977653631285,0.9460590532700086,4.0,0.9460590532700086,0
economic,29,48,14.0,15.0,0.2916666666666667,1,1,1,850,139,716,0.10071942446043165,0.02094972067039106,1.5702133623430026,8.0,1.5702133623430026,0
ago,35,48,19.0,16.0,0.3958333333333333,1,1,1,851,139,716,0.1366906474820144,0.0223463687150838,1.8110564907566131,3.0,1.8110564907566131,0
white,21,48,4.0,17.0,0.08333333333333333,1,1,1,852,139,716,0.02877697841726619,0.023743016759776536,0.19228725089362858,5.0,0.19228725089362858,0
washington,38,47,17.0,21.0,0.3617021276595745,1,1,1,853,139,716,0.1223021582733813,0.029329608938547486,1.427897140162747,10.0,1.427897140162747,0
regulation,22,47,12.0,10.0,0.2553191489361702,1,1,1,854,139,716,0.08633093525179857,0.013966480446927373,1.8215277906239087,10.0,1.8215277906239087,0
53,34,47,10.0,24.0,0.2127659574468085,1,1,1,855,139,716,0.07194244604316546,0.0335195530726257,0.7637374964760539,2.0,0.7637374964760539,0
among,30,47,17.0,13.0,0.3617021276595745,1,1,1,856,139,716,0.1223021582733813,0.018156424581005588,1.9074702204246332,5.0,1.9074702204246332,0
lay,20,47,7.0,13.0,0.14893617021276595,1,1,1,857,139,716,0.050359712230215826,0.018156424581005588,1.0201670254237303,3.0,1.0201670254237303,0
error,41,47,12.0,29.0,0.2553191489361702,1,1,1,858,139,716,0.08633093525179857,0.040502793296089384,0.7568170536314802,5.0,0.7568170536314802,0
lines,24,47,14.0,10.0,0.2978723404255319,1,1,1,859,139,716,0.10071942446043165,0.013966480446927373,1.9756784704511667,5.0,1.9756784704511667,0
49,34,47,7.0,27.0,0.14893617021276595,1,1,1,860,139,716,0.050359712230215826,0.03770949720670391,0.28927951688093795,2.0,0.28927951688093795,0
really,31,47,8.0,23.0,0.1702127659574468,1,1,1,861,139,716,0.05755395683453238,0.03212290502793296,0.5831535595806401,6.0,0.5831535595806401,0
opportunities,25,47,4.0,21.0,0.0851063829787234,1,1,1,862,139,716,0.02877697841726619,0.029329608938547486,-0.019021842773578528,13.0,0.019021842773578528,0
talk,41,46,14.0,27.0,0.30434782608695654,1,1,1,863,139,716,0.10071942446043165,0.03770949720670391,0.9824266974408833,4.0,0.9824266974408833,0
looks,42,46,13.0,29.0,0.2826086956521739,1,1,1,864,139,716,0.09352517985611511,0.040502793296089384,0.8368597613050166,5.0,0.8368597613050166,0
bids,18,46,13.0,5.0,0.2826086956521739,1,1,1,865,139,716,0.09352517985611511,0.006983240223463687,2.5947176788573905,4.0,2.5947176788573905,0
se,5,46,1.0,4.0,0.021739130434782608,1,0,1,866,139,716,0.007194244604316547,0.00558659217877095,0.2529118727100632,2.0,0.2529118727100632,0
someone,36,46,7.0,29.0,0.15217391304347827,1,1,1,867,139,716,0.050359712230215826,0.040502793296089384,0.21782055289879315,7.0,0.21782055289879315,0
ok,40,46,7.0,33.0,0.15217391304347827,1,1,1,868,139,716,0.050359712230215826,0.046089385474860335,0.08860882141878695,2.0,0.08860882141878695,0
executive,30,46,17.0,13.0,0.3695652173913043,1,1,1,869,139,716,0.1223021582733813,0.018156424581005588,1.9074702204246332,9.0,1.9074702204246332,0
n,35,46,12.0,23.0,0.2608695652173913,1,1,1,870,139,716,0.08633093525179857,0.03212290502793296,0.9886186676888045,1.0,0.9886186676888045,0
hard,37,46,8.0,29.0,0.17391304347826086,1,1,1,871,139,716,0.05755395683453238,0.040502793296089384,0.35135194552331583,4.0,0.35135194552331583,0
home,24,46,6.0,18.0,0.13043478260869565,1,1,1,872,139,716,0.04316546762589928,0.025139664804469275,0.5405939451618442,4.0,0.5405939451618442,0
far,39,46,14.0,25.0,0.30434782608695654,1,1,1,873,139,716,0.10071942446043165,0.034916201117318434,1.0593877385770116,3.0,1.0593877385770116,0
ews,8,46,0.0,8.0,0.0,1,0,1,874,139,716,0.0,0.0111731843575419,-Infinity,3.0,Infinity,1
32,38,46,10.0,28.0,0.21739130434782608,1,1,1,875,139,716,0.07194244604316546,0.03910614525139665,0.6095868166487957,2.0,0.6095868166487957,0
material,26,46,9.0,17.0,0.1956521739130435,1,1,1,876,139,716,0.06474820143884892,0.023743016759776536,1.0032174671099572,8.0,1.0032174671099572,0
michelle,19,46,6.0,13.0,0.13043478260869565,1,1,1,877,139,716,0.04316546762589928,0.018156424581005588,0.8660163455964721,8.0,0.8660163455964721,0
34,36,46,9.0,27.0,0.1956521739130435,1,1,1,878,139,716,0.06474820143884892,0.03770949720670391,0.5405939451618442,2.0,0.5405939451618442,0
left,38,46,12.0,26.0,0.2608695652173913,1,1,1,879,139,716,0.08633093525179857,0.036312849162011177,0.8660163455964721,4.0,0.8660163455964721,0
construction,30,46,13.0,17.0,0.2826086956521739,1,1,1,880,139,716,0.09352517985611511,0.023743016759776536,1.3709422472352746,12.0,1.3709422472352746,0
nrg,6,46,4.0,2.0,0.08695652173913043,1,0,1,881,139,716,0.02877697841726619,0.002793296089385475,2.332353414389899,3.0,2.332353414389899,0
border,24,45,12.0,12.0,0.26666666666666666,1,1,1,882,139,716,0.08633093525179857,0.01675977653631285,1.6392062338299538,6.0,1.6392062338299538,0
sager,23,45,1.0,22.0,0.022222222222222223,1,1,1,883,139,716,0.007194244604316547,0.030726256983240222,-1.4518362195283618,5.0,1.4518362195283618,0
hpl,17,45,1.0,16.0,0.022222222222222223,1,1,1,884,139,716,0.007194244604316547,0.0223463687150838,-1.1333824884098274,3.0,1.1333824884098274,0
joint,24,45,4.0,20.0,0.08888888888888889,1,1,1,885,139,716,0.02877697841726619,0.027932960893854747,0.029768321395853645,5.0,0.029768321395853645,0
39,40,45,7.0,33.0,0.15555555555555556,1,1,1,886,139,716,0.050359712230215826,0.046089385474860335,0.08860882141878695,2.0,0.08860882141878695,0
55,35,45,6.0,29.0,0.13333333333333333,1,1,1,887,139,716,0.04316546762589928,0.040502793296089384,0.06366987307153496,2.0,0.06366987307153496,0
solutions,27,45,20.0,7.0,0.4444444444444444,1,1,1,888,139,716,0.14388489208633093,0.009776536312849162,2.6890283583286316,9.0,2.6890283583286316,0
contain,43,45,12.0,31.0,0.26666666666666666,1,1,1,889,139,716,0.08633093525179857,0.04329608938547486,0.6901256791328079,7.0,0.6901256791328079,0
bring,39,45,20.0,19.0,0.4444444444444444,1,1,1,890,139,716,0.14388489208633093,0.02653631284916201,1.6904995282175044,5.0,1.6904995282175044,0
jose,11,45,2.0,9.0,0.044444444444444446,1,1,1,891,139,716,0.014388489208633094,0.012569832402234637,0.13512883705367984,4.0,0.13512883705367984,0
56,35,45,7.0,28.0,0.15555555555555556,1,1,1,892,139,716,0.050359712230215826,0.03910614525139665,0.2529118727100632,2.0,0.2529118727100632,0
sp,10,45,1.0,9.0,0.022222222222222223,1,1,1,893,139,716,0.007194244604316547,0.012569832402234637,-0.5580183435062654,2.0,0.5580183435062654,0
notify,41,45,10.0,31.0,0.2222222222222222,1,1,1,894,139,716,0.07194244604316546,0.04329608938547486,0.5078041223388532,6.0,0.5078041223388532,0
chief,25,45,14.0,11.0,0.3111111111111111,1,1,1,895,139,716,0.10071942446043165,0.015363128491620111,1.880368290646842,5.0,1.880368290646842,0
ercot,13,45,3.0,10.0,0.06666666666666667,1,1,1,896,139,716,0.02158273381294964,0.013966480446927373,0.435233429504018,5.0,0.435233429504018,0
36,36,45,10.0,26.0,0.2222222222222222,1,1,1,897,139,716,0.07194244604316546,0.036312849162011177,0.6836947888025173,2.0,0.6836947888025173,0
emergency,25,45,21.0,4.0,0.4666666666666667,1,1,1,898,139,716,0.1510791366906475,0.00558659217877095,3.2974343104334864,9.0,3.2974343104334864,0
lot,33,45,9.0,24.0,0.2,1,1,1,899,139,716,0.06474820143884892,0.0335195530726257,0.6583769808182276,3.0,0.6583769808182276,0
interconnection,19,44,7.0,12.0,0.1590909090909091,1,1,1,900,139,716,0.050359712230215826,0.01675977653631285,1.1002097330972669,15.0,1.1002097330972669,0
flow,25,44,9.0,16.0,0.20454545454545456,1,1,1,901,139,716,0.06474820143884892,0.0223463687150838,1.063842088926392,4.0,1.063842088926392,0
kind,30,44,8.0,22.0,0.18181818181818182,1,1,1,902,139,716,0.05755395683453238,0.030726256983240222,0.627605322151474,4.0,0.627605322151474,0
33,37,44,7.0,30.0,0.1590909090909091,1,1,1,903,139,716,0.050359712230215826,0.04189944134078212,0.1839190012231119,2.0,0.1839190012231119,0
purchases,25,44,14.0,11.0,0.3181818181818182,1,1,1,904,139,716,0.10071942446043165,0.015363128491620111,1.880368290646842,9.0,1.880368290646842,0
got,35,44,16.0,19.0,0.36363636363636365,1,1,1,905,139,716,0.11510791366906475,0.02653631284916201,1.467355976903295,3.0,1.467355976903295,0
enough,31,44,18.0,13.0,0.4090909090909091,1,1,1,906,139,716,0.12949640287769784,0.018156424581005588,1.9646286342645818,6.0,1.9646286342645818,0
member,22,44,10.0,12.0,0.22727272727272727,1,1,1,907,139,716,0.07194244604316546,0.01675977653631285,1.4568846770359993,6.0,1.4568846770359993,0
directly,32,44,9.0,23.0,0.20454545454545456,1,1,1,908,139,716,0.06474820143884892,0.03212290502793296,0.7009365952370236,8.0,0.7009365952370236,0
lee,22,44,3.0,19.0,0.06818181818181818,1,1,1,909,139,716,0.02158273381294964,0.02653631284916201,-0.2066204566683769,3.0,0.2066204566683769,0
reserved,21,44,12.0,9.0,0.2727272727272727,1,1,1,910,139,716,0.08633093525179857,0.012569832402234637,1.9268883062817348,8.0,1.9268883062817348,0
options,22,44,11.0,11.0,0.25,1,1,1,911,139,716,0.07913669064748201,0.015363128491620111,1.6392062338299538,7.0,1.6392062338299538,0
manager,33,44,11.0,22.0,0.25,1,1,1,912,139,716,0.07913669064748201,0.030726256983240222,0.9460590532700086,7.0,0.9460590532700086,0
activities,29,44,10.0,19.0,0.22727272727272727,1,1,1,913,139,716,0.07194244604316546,0.02653631284916201,0.9973523476575591,10.0,0.9973523476575591,0
sheet,26,44,3.0,23.0,0.06818181818181818,1,1,1,914,139,716,0.02158273381294964,0.03212290502793296,-0.39767569343108616,5.0,0.39767569343108616,0
notes,29,44,6.0,23.0,0.13636363636363635,1,1,1,915,139,716,0.04316546762589928,0.03212290502793296,0.2954714871288592,5.0,0.2954714871288592,0
words,13,44,7.0,6.0,0.1590909090909091,1,1,1,916,139,716,0.050359712230215826,0.008379888268156424,1.7933569136572123,5.0,1.7933569136572123,0
transfer,22,44,3.0,19.0,0.06818181818181818,1,1,1,917,139,716,0.02158273381294964,0.02653631284916201,-0.2066204566683769,8.0,0.2066204566683769,0
facility,28,44,7.0,21.0,0.1590909090909091,1,1,1,918,139,716,0.050359712230215826,0.029329608938547486,0.5405939451618442,8.0,0.5405939451618442,0
reference,28,44,9.0,19.0,0.20454545454545456,1,1,1,919,139,716,0.06474820143884892,0.02653631284916201,0.8919918319997328,9.0,0.8919918319997328,0
latest,41,44,8.0,33.0,0.18181818181818182,1,1,1,920,139,716,0.05755395683453238,0.046089385474860335,0.22214021404330966,6.0,0.22214021404330966,0
ppa,9,44,2.0,7.0,0.045454545454545456,1,0,1,921,139,716,0.014388489208633094,0.009776536312849162,0.38644326533458584,3.0,0.38644326533458584,0
turn,30,44,8.0,22.0,0.18181818181818182,1,1,1,922,139,716,0.05755395683453238,0.030726256983240222,0.627605322151474,4.0,0.627605322151474,0
investors,13,44,2.0,11.0,0.045454545454545456,1,1,1,923,139,716,0.014388489208633094,0.015363128491620111,-0.06554185840847133,9.0,0.06554185840847133,0
prepared,38,44,12.0,26.0,0.2727272727272727,1,1,1,924,139,716,0.08633093525179857,0.036312849162011177,0.8660163455964721,8.0,0.8660163455964721,0
vice,26,44,9.0,17.0,0.20454545454545456,1,1,1,925,139,716,0.06474820143884892,0.023743016759776536,1.0032174671099572,4.0,1.0032174671099572,0
reports,32,44,10.0,22.0,0.22727272727272727,1,1,1,926,139,716,0.07194244604316546,0.030726256983240222,0.8507488734656836,7.0,0.8507488734656836,0
brian,28,43,6.0,22.0,0.13953488372093023,1,1,1,927,139,716,0.04316546762589928,0.030726256983240222,0.3399232496996932,5.0,0.3399232496996932,0
senate,19,43,8.0,11.0,0.18604651162790697,1,1,1,928,139,716,0.05755395683453238,0.015363128491620111,1.3207525027114193,6.0,1.3207525027114193,0
sen,9,43,3.0,6.0,0.06976744186046512,1,0,1,929,139,716,0.02158273381294964,0.008379888268156424,0.9460590532700086,3.0,0.9460590532700086,0
means,35,43,15.0,20.0,0.3488372093023256,1,1,1,930,139,716,0.1079136690647482,0.027932960893854747,1.351524161378173,5.0,1.351524161378173,0
create,29,43,14.0,15.0,0.32558139534883723,1,1,1,931,139,716,0.10071942446043165,0.02094972067039106,1.5702133623430026,6.0,1.5702133623430026,0
otherwise,31,43,9.0,22.0,0.20930232558139536,1,1,1,932,139,716,0.06474820143884892,0.030726256983240222,0.7453883578078573,9.0,0.7453883578078573,0
privatization,4,43,1.0,3.0,0.023255813953488372,1,0,1,933,139,716,0.007194244604316547,0.004189944134078212,0.5405939451618442,13.0,0.5405939451618442,0
mapp,2,43,0.0,2.0,0.0,1,0,1,934,139,716,0.0,0.002793296089385475,-Infinity,4.0,Infinity,1
effort,38,43,15.0,23.0,0.3488372093023256,1,1,1,935,139,716,0.1079136690647482,0.03212290502793296,1.2117622190030142,6.0,1.2117622190030142,0
administration,21,43,14.0,7.0,0.32558139534883723,1,1,1,936,139,716,0.10071942446043165,0.009776536312849162,2.332353414389899,14.0,2.332353414389899,0
website,31,43,7.0,24.0,0.16279069767441862,1,1,1,937,139,716,0.050359712230215826,0.0335195530726257,0.40706255253732154,7.0,0.40706255253732154,0
hall,26,43,8.0,18.0,0.18604651162790697,1,1,1,938,139,716,0.05755395683453238,0.025139664804469275,0.8282760176136251,4.0,0.8282760176136251,0
solution,29,43,20.0,9.0,0.46511627906976744,1,1,1,939,139,716,0.14388489208633093,0.012569832402234637,2.4377139300477255,8.0,2.4377139300477255,0
nda,4,43,0.0,4.0,0.0,1,0,1,940,139,716,0.0,0.00558659217877095,-Infinity,3.0,Infinity,1
copies,36,43,5.0,31.0,0.11627906976744186,1,1,1,941,139,716,0.03597122302158273,0.04329608938547486,-0.18534305822109215,6.0,0.18534305822109215,0
various,32,43,9.0,23.0,0.20930232558139536,1,1,1,942,139,716,0.06474820143884892,0.03212290502793296,0.7009365952370236,7.0,0.7009365952370236,0
wanted,39,43,13.0,26.0,0.3023255813953488,1,1,1,943,139,716,0.09352517985611511,0.036312849162011177,0.9460590532700086,6.0,0.9460590532700086,0
ipps,4,42,1.0,3.0,0.023809523809523808,1,0,1,944,139,716,0.007194244604316547,0.004189944134078212,0.5405939451618442,4.0,0.5405939451618442,0
reply,29,42,6.0,23.0,0.14285714285714285,1,1,1,945,139,716,0.04316546762589928,0.03212290502793296,0.2954714871288592,5.0,0.2954714871288592,0
